#{"t_start": 1711460808.3404334, "env_id": "None"}
r,l,t
439.5,305,4604.546986
523.0,188,4604.779972
449.5,295,4605.164092
500.5,231,4605.455036
498.0,230,4605.743537
477.5,261,4607.736114
452.0,294,4608.094052
538.5,177,4608.32534
505.5,217,4608.579147
414.0,352,4608.985187
407.0,360,4609.404793
514.5,213,4609.785536
440.0,322,4610.202429
385.5,393,4610.701556
423.0,326,4611.144965
414.0,338,4611.580301
401.5,357,4613.961708
481.0,260,4614.40276
510.5,211,4614.67974
440.0,312,4615.100646
404.5,361,4615.560938
515.0,214,4615.844799
509.5,211,4616.11489
477.0,260,4616.459661
508.0,226,4618.482566
497.5,229,4618.779381
519.5,201,4619.039971
469.0,280,4619.405751
434.5,317,4619.824767
504.0,222,4620.336881
511.0,210,4620.580976
406.0,352,4620.986013
415.0,336,4621.395916
465.5,269,4621.722218
532.5,187,4621.978145
411.5,361,4622.460267
442.5,289,4624.549188
429.0,316,4624.951197
390.5,367,4625.42225
457.5,287,4625.794543
515.0,202,4626.056285
490.0,232,4626.360359
516.0,206,4626.631083
507.5,217,4626.915183
525.5,191,4628.876091
448.0,296,4629.240767
469.0,264,4629.578964
488.0,242,4629.878018
419.0,334,4630.285593
521.5,191,4630.529179
382.0,382,4631.021666
449.5,293,4633.149754
431.5,311,4633.714068
476.0,264,4634.02879
505.5,219,4634.27451
474.5,257,4634.577228
443.5,311,4634.943277
490.0,246,4635.293377
419.5,335,4635.726853
416.5,351,4636.170597
510.0,212,4636.448779
462.5,283,4636.817025
510.5,219,4637.09706
414.0,340,4639.212964
515.0,208,4639.484226
505.0,220,4639.758072
-380.5,501,4640.364322
360.5,407,4640.877903
512.5,211,4641.150996
529.5,187,4641.398507
372.5,403,4643.599532
327.5,475,4644.216571
555.0,156,4644.414768
493.5,247,4645.063118
516.5,207,4645.30216
537.5,173,4645.510086
485.0,254,4645.801263
485.5,243,4646.091787
529.0,196,4646.363798
468.5,263,4646.698796
437.0,316,4647.120575
410.5,345,4649.298744
479.0,254,4649.673719
500.5,219,4649.970731
455.0,290,4650.342865
495.5,235,4650.63777
409.5,349,4651.073054
389.5,387,4651.546038
412.0,344,4653.674238
534.0,172,4653.889706
436.0,314,4654.280645
532.0,184,4654.506694
497.0,222,4654.788579
457.0,272,4655.142518
456.5,281,4655.505683
508.5,213,4656.194931
549.5,161,4656.37951
541.0,170,4656.588767
439.5,319,4656.955956
400.5,359,4657.38212
398.0,374,4659.520703
506.5,207,4659.778594
382.5,377,4660.261369
449.0,300,4660.644762
335.5,437,4661.195157
453.5,295,4661.57534
493.0,248,4663.704554
411.0,346,4664.139865
496.0,228,4664.421046
478.5,257,4664.749489
507.0,206,4665.008655
487.0,244,4665.324174
498.5,233,4665.622888
527.0,192,4665.870522
466.0,270,4667.91666
537.5,183,4668.160079
506.0,218,4668.430531
382.5,393,4669.33929
456.5,279,4669.754772
504.5,215,4670.003688
512.0,210,4670.235879
506.0,216,4670.491045
491.5,243,4670.827397
390.0,370,4671.31073
466.0,274,4671.669208
476.5,253,4671.995917
464.5,269,4674.049607
482.5,263,4674.386705
442.0,306,4674.765992
458.0,280,4675.125145
478.5,249,4675.438917
431.5,321,4675.851403
486.5,235,4676.157951
425.0,330,4678.2741
423.5,327,4678.694273
467.5,265,4679.027953
531.5,177,4679.246962
553.0,156,4679.447947
462.0,292,4679.82386
438.5,311,4680.215076
535.5,189,4680.514982
491.0,240,4680.794146
457.5,285,4681.133782
507.0,220,4681.404857
543.5,167,4681.602705
536.5,177,4681.858077
458.5,293,4684.050798
527.0,190,4684.2961
520.0,198,4684.551442
572.0,134,4684.73365
466.5,267,4685.072997
412.5,343,4685.500163
472.5,263,4685.831468
459.0,278,4686.197871
476.0,266,4688.251319
495.0,230,4688.544115
457.0,276,4688.889724
540.5,171,4689.102441
517.5,189,4689.339952
508.0,214,4689.607455
457.0,280,4689.973052
506.5,211,4690.241165
429.0,328,4690.675927
434.5,315,4692.803623
457.0,294,4693.185534
396.0,368,4693.733109
513.5,205,4693.972616
464.5,281,4694.303082
455.5,287,4694.624032
524.5,189,4694.845685
520.0,200,4695.095831
518.0,202,4695.348895
495.5,227,4695.643153
487.0,244,4695.936229
494.0,230,4696.235843
418.0,328,4698.344357
493.5,237,4698.675463
374.5,405,4699.185595
484.0,244,4699.508957
487.5,239,4699.810785
379.0,384,4700.309804
429.5,325,4700.721803
512.0,208,4702.662755
514.5,199,4702.941084
429.0,314,4703.340769
492.5,229,4703.638069
461.0,276,4703.994605
461.5,289,4704.355266
480.0,254,4704.945702
324.0,464,4705.484061
459.5,289,4705.827888
446.0,286,4706.16016
467.5,269,4706.481646
473.0,270,4706.829725
444.0,316,4708.946433
476.5,259,4709.276275
450.0,298,4709.658479
513.5,213,4709.916857
432.5,317,4710.303113
456.5,295,4710.666193
472.5,261,4711.003689
432.0,312,4711.375826
445.0,302,4713.465299
493.0,234,4713.755391
489.5,241,4714.056347
515.0,212,4714.320709
506.0,216,4714.595408
456.0,288,4714.979166
507.5,221,4715.25212
503.5,225,4715.527716
493.0,240,4717.483218
501.0,228,4717.7587
476.0,258,4718.126049
532.0,184,4718.341988
431.5,319,4718.729771
481.5,259,4719.042063
477.0,254,4719.352576
538.5,175,4719.593414
498.5,227,4719.885714
459.5,279,4720.239651
523.5,197,4720.48954
521.0,206,4720.840873
-194.0,501,4721.441074
526.0,190,4723.354463
546.5,171,4723.576106
435.5,309,4723.965782
400.0,364,4724.432102
527.5,185,4724.682983
489.0,252,4724.995864
476.0,260,4725.327087
514.5,211,4725.595528
439.0,300,4727.644598
400.5,361,4728.095817
384.5,395,4728.597227
456.0,286,4728.957057
476.0,246,4729.410811
513.0,216,4729.671773
524.0,192,4729.902327
366.5,399,4730.366117
300.5,491,4730.971044
542.0,170,4731.196297
491.0,230,4731.496605
424.0,326,4731.921951
495.0,226,4733.95891
432.0,308,4734.346272
463.5,277,4734.696144
514.0,204,4734.966822
508.0,214,4735.232751
500.5,231,4735.538798
517.0,194,4735.780107
455.0,280,4736.129214
458.0,280,4738.193764
442.0,318,4738.623436
514.0,210,4738.897542
460.0,276,4739.247099
479.0,264,4739.585443
532.0,186,4739.820995
525.5,191,4740.075859
502.0,228,4740.369214
436.5,305,4742.460827
411.5,339,4742.969445
461.0,276,4743.295143
415.0,350,4743.696998
489.0,238,4743.982346
521.5,195,4744.203828
474.5,255,4744.526672
505.0,220,4744.814297
540.0,164,4745.017308
497.5,227,4745.300596
542.0,172,4745.52957
474.5,265,4745.863908
435.5,301,4746.270015
518.0,202,4746.531898
497.0,228,4748.580831
520.0,198,4748.840307
464.0,274,4749.199716
564.0,140,4749.382346
479.5,257,4749.698612
512.5,217,4749.973866
498.0,226,4750.256387
458.0,286,4750.619405
457.5,277,4750.963026
526.0,194,4752.903064
501.5,231,4753.201856
534.5,179,4753.425992
380.0,394,4753.928824
511.5,211,4754.288345
525.5,195,4754.516439
514.5,207,4754.764522
542.5,167,4754.950478
466.0,272,4755.281005
439.0,308,4755.698218
442.5,299,4756.07723
465.0,276,4756.429575
480.5,249,4758.485835
522.0,200,4758.746189
462.5,279,4759.091187
472.5,265,4759.416963
503.5,221,4759.690856
518.5,199,4759.956225
411.0,348,4760.395369
534.5,175,4760.61461
470.0,266,4762.639771
515.0,208,4762.92549
435.5,319,4763.344036
512.5,209,4763.610461
284.5,243,4763.91394
456.0,290,4764.278954
504.5,219,4764.575024
459.5,281,4764.940008
518.0,208,4765.393751
536.5,169,4765.587829
460.0,286,4765.911185
471.0,272,4766.233107
390.0,382,4766.671796
412.0,354,4768.82104
429.5,321,4769.235321
342.0,440,4769.7877
498.5,237,4770.090082
486.5,243,4770.409114
371.5,397,4770.914216
398.5,357,4773.017007
526.0,190,4773.264082
413.0,350,4773.700341
522.0,192,4773.948237
486.0,254,4774.268691
435.5,331,4774.687288
481.0,244,4775.022495
506.0,208,4775.290209
475.5,257,4777.336727
527.5,187,4777.568656
392.0,370,4778.034673
480.0,254,4778.421183
443.5,307,4778.774275
304.5,501,4779.468177
496.0,244,4779.759299
502.0,222,4780.018521
436.5,315,4780.433959
369.5,409,4780.943079
496.5,229,4781.227644
506.0,220,4781.51489
530.5,189,4783.452041
490.5,243,4783.739797
487.5,239,4784.043713
538.0,178,4784.271655
467.5,279,4784.626437
544.5,165,4784.842438
541.0,168,4785.05385
548.5,163,4785.260118
478.5,251,4785.586271
544.5,163,4785.792765
544.5,161,4787.657534
426.5,335,4788.065666
496.5,233,4788.36528
422.5,339,4788.802725
528.0,190,4789.05602
540.0,164,4789.271098
483.0,248,4789.596897
489.5,247,4790.037675
564.5,133,4790.197438
447.0,290,4790.534811
537.0,168,4790.739834
502.0,228,4791.007766
430.0,314,4793.021885
435.5,313,4793.428538
496.5,231,4793.729836
499.5,221,4793.99973
514.5,213,4794.279658
498.5,231,4794.586698
497.0,234,4794.894878
509.0,210,4795.171086
377.5,391,4795.658634
321.5,481,4797.891064
470.5,265,4798.235529
537.5,173,4798.449543
-198.5,501,4799.112354
500.0,222,4799.396076
479.0,256,4799.716732
478.0,252,4801.677312
512.5,203,4801.940419
511.0,206,4802.189472
339.5,453,4802.819821
488.5,249,4803.113486
436.5,307,4803.457383
513.0,216,4803.710057
442.5,311,4804.074135
524.5,193,4804.328763
426.5,327,4804.750857
391.5,361,4805.206693
434.5,311,4805.592148
485.0,250,4805.916991
548.5,159,4808.034855
457.0,284,4808.456813
446.0,288,4808.829376
487.0,244,4809.127598
509.0,214,4809.396023
364.0,400,4809.911885
517.0,200,4810.164704
541.0,178,4810.390775
508.5,217,4812.33093
462.0,276,4812.703291
418.0,336,4813.124642
391.5,361,4813.566754
471.5,257,4813.893244
501.5,223,4814.328755
463.0,272,4814.640893
529.0,194,4814.873154
505.0,216,4815.12952
481.0,252,4815.419084
325.5,455,4816.005282
472.0,260,4818.02381
451.0,290,4818.390882
481.5,243,4818.691436
376.5,393,4819.182313
460.0,282,4819.55993
446.0,290,4819.943459
491.5,227,4820.229219
478.5,261,4822.206592
449.5,299,4822.599799
486.5,251,4822.925251
432.0,324,4823.344234
433.5,313,4823.742918
455.5,289,4824.111146
446.5,303,4824.51254
529.0,184,4826.427071
470.0,258,4826.771295
553.5,153,4827.037441
556.0,146,4827.208561
445.0,310,4827.577816
561.0,146,4827.756579
528.5,187,4827.969525
518.0,192,4828.214029
497.5,227,4828.497899
522.5,195,4828.742437
545.5,161,4828.945875
497.0,228,4829.247702
513.5,211,4829.517291
471.5,267,4829.849119
362.5,413,4832.107197
525.5,199,4832.355201
457.0,274,4832.690603
499.0,222,4832.969027
452.5,287,4833.322682
503.5,223,4833.600679
456.0,288,4833.968025
471.5,273,4834.307203
448.0,310,4836.476645
522.5,189,4836.728361
489.5,235,4837.02453
427.0,338,4837.473912
488.5,245,4837.784317
528.5,189,4838.125243
422.5,339,4838.542123
531.5,185,4838.752282
496.0,232,4839.030654
488.0,256,4839.333068
492.5,237,4839.643344
509.0,210,4839.919977
319.0,204,4840.183073
548.5,163,4842.07046
438.5,309,4842.486187
499.0,228,4842.791029
546.5,163,4842.993607
491.5,237,4843.298378
387.5,381,4843.793247
512.5,215,4844.078567
454.5,277,4844.429077
507.5,215,4844.70417
565.0,140,4846.565434
353.0,424,4847.113757
224.5,341,4847.507839
415.5,339,4847.926056
419.0,334,4848.343997
508.5,221,4848.633166
505.5,221,4848.913277
487.5,245,4851.085999
557.5,151,4851.262562
502.0,220,4851.531848
417.0,330,4851.92702
474.0,256,4852.234125
431.0,318,4852.647424
474.0,266,4852.98414
547.5,165,4853.193188
409.5,357,4853.646695
482.0,258,4853.976411
438.5,297,4854.357456
369.5,413,4856.590242
505.0,222,4856.874486
520.5,203,4857.142907
512.5,207,4857.393276
505.0,222,4857.680475
495.0,228,4857.972899
494.0,224,4858.25775
442.0,286,4858.637654
451.0,300,4859.011014
548.0,162,4860.874097
472.0,264,4861.217033
413.0,344,4861.656486
537.5,171,4861.879589
466.0,272,4862.330435
499.5,221,4862.589812
491.0,242,4862.8729
476.5,261,4863.191257
456.5,289,4863.529121
449.5,301,4863.914709
476.0,260,4864.255898
466.5,265,4864.593961
457.0,296,4866.668356
540.0,180,4866.899947
435.0,302,4867.289978
522.5,191,4867.538726
510.5,211,4867.813599
-408.5,501,4868.441573
537.0,178,4868.669312
531.0,186,4868.920368
433.0,328,4871.049177
468.0,274,4871.391496
481.0,250,4871.717221
546.0,166,4871.934682
524.0,200,4872.187349
496.5,227,4872.483672
403.0,362,4872.946347
550.5,165,4873.156147
423.0,342,4873.728197
503.5,223,4873.993385
488.0,246,4874.287408
431.0,330,4874.675245
502.5,229,4874.94673
385.5,379,4877.109397
503.5,215,4877.387817
515.5,205,4877.664815
546.0,162,4877.877285
449.0,294,4878.254307
504.0,216,4878.533253
501.5,229,4878.820032
523.5,195,4879.070518
382.5,391,4881.215885
495.0,240,4881.542644
497.0,226,4881.833979
497.0,220,4882.097617
507.0,214,4882.37735
484.5,247,4882.713476
479.0,248,4883.03698
495.0,236,4883.336204
410.0,352,4885.468897
486.5,241,4885.795808
528.5,191,4886.040707
532.0,184,4886.268039
442.0,316,4886.794417
527.0,200,4887.019162
508.0,220,4887.287095
512.0,202,4887.52764
489.5,243,4887.827812
522.0,202,4888.099192
465.5,267,4888.442235
479.0,256,4888.780816
502.5,217,4889.046115
520.0,202,4889.307727
416.0,338,4891.405739
432.0,320,4891.801946
439.5,307,4892.185558
390.0,364,4892.657774
530.5,187,4892.902921
445.5,299,4893.299217
502.5,221,4893.573713
417.0,334,4895.679081
530.5,187,4896.009998
445.5,301,4896.382969
461.5,279,4896.73571
507.5,217,4897.006753
488.0,256,4897.337559
508.5,207,4897.596745
505.5,223,4897.908077
447.5,287,4898.236228
426.5,325,4898.612937
468.0,256,4898.92695
473.0,260,4899.205717
426.5,317,4899.598768
518.5,205,4901.570296
532.5,183,4901.810347
497.5,241,4902.129563
519.5,205,4902.396647
358.5,417,4902.908762
495.5,239,4903.211839
379.5,397,4903.695163
489.0,238,4905.660381
522.0,192,4905.936722
410.0,346,4906.386267
516.0,206,4906.650753
540.5,171,4906.87827
472.5,269,4907.20688
468.5,261,4907.546101
519.5,203,4907.797125
424.5,335,4908.200197
381.5,393,4910.304122
504.0,220,4910.791548
517.5,205,4911.034332
515.0,208,4911.289876
373.0,394,4911.755048
404.0,370,4912.227268
444.0,302,4912.640606
523.0,196,4912.887345
471.0,270,4913.232089
499.5,225,4913.524622
428.5,319,4913.923244
437.5,321,4915.964185
464.5,279,4916.325395
426.0,328,4916.762828
447.5,299,4917.140966
433.0,312,4917.536459
494.0,230,4917.837004
473.5,267,4918.187377
465.5,275,4920.167585
439.0,308,4920.569361
457.5,289,4920.933272
473.5,273,4921.280035
522.5,201,4921.546175
439.5,319,4922.321867
519.5,199,4922.56032
537.5,175,4922.778468
527.5,181,4922.998044
469.5,273,4923.314098
505.0,224,4923.615408
476.5,255,4923.939396
539.0,180,4925.86097
325.0,454,4926.453451
396.5,379,4926.939218
494.5,239,4927.23881
520.0,202,4927.494145
482.5,237,4927.800983
439.0,292,4928.161311
531.5,185,4928.424889
512.0,214,4930.405105
425.5,319,4930.814764
344.0,436,4931.368133
489.5,245,4931.697424
453.5,291,4932.06737
463.5,275,4932.418132
429.5,323,4934.525516
510.0,216,4935.129412
482.0,246,4935.413013
494.0,232,4935.683861
498.5,227,4935.953747
469.0,270,4936.262689
-386.0,501,4936.88277
385.5,383,4937.370753
534.0,172,4937.591171
488.0,234,4937.893076
368.0,402,4938.393617
502.0,230,4940.399234
440.0,306,4940.78201
477.5,261,4941.124767
469.0,278,4941.489077
416.5,341,4941.915138
538.0,174,4942.140739
506.5,211,4942.401022
426.0,324,4944.460908
440.5,299,4944.856187
477.0,250,4945.173283
544.0,170,4945.384822
483.5,245,4945.694279
517.5,209,4945.954889
425.0,336,4946.34955
534.0,180,4946.556697
373.5,397,4947.011057
467.5,275,4947.338879
464.5,269,4947.652703
518.0,208,4947.91942
492.0,226,4948.207147
540.0,172,4948.423582
493.0,234,4948.734883
514.5,203,4950.708998
315.0,478,4951.403232
539.0,174,4951.624754
411.0,348,4952.040262
429.0,330,4952.478892
435.0,308,4952.875441
507.5,223,4954.853288
415.5,351,4955.318812
499.5,231,4955.610942
430.0,320,4956.014034
420.0,334,4956.417236
497.5,229,4956.71443
493.0,242,4957.017232
437.5,309,4957.406033
404.5,355,4959.59556
561.5,145,4959.774811
543.0,166,4959.963275
497.0,232,4960.226619
414.5,345,4960.63226
348.5,449,4961.212228
413.5,339,4961.633443
409.0,352,4962.090264
480.0,266,4962.416861
386.5,393,4962.924003
456.0,292,4965.009679
421.0,328,4965.425502
498.5,227,4965.726087
505.5,219,4966.007464
380.0,390,4966.484047
424.0,328,4966.898415
490.5,241,4967.201051
451.0,306,4969.281517
429.0,330,4969.787699
517.5,201,4970.045181
475.0,264,4970.379452
560.0,144,4970.644788
481.5,257,4970.930338
448.0,312,4971.29215
535.5,187,4971.51918
456.0,294,4971.848953
459.0,288,4972.227255
495.5,237,4972.517871
466.5,279,4972.856123
538.0,176,4973.088115
404.5,353,4975.280481
417.5,335,4975.723568
475.5,255,4976.043001
462.0,282,4976.396122
465.0,268,4976.736958
506.5,215,4977.013564
514.5,205,4977.275428
485.0,236,4977.566302
427.0,326,4979.70356
480.5,265,4980.042487
444.5,307,4980.428976
547.0,162,4980.637354
434.0,318,4981.041574
479.5,251,4981.3652
377.0,396,4982.153433
475.5,261,4982.465055
515.0,202,4982.708409
435.0,308,4983.071919
471.5,265,4983.386058
496.0,230,4985.339768
416.0,340,4985.790601
502.0,224,4986.079288
542.0,176,4986.304821
385.0,376,4986.780122
458.0,280,4987.14574
481.0,248,4987.463808
458.5,279,4987.816061
501.5,213,4989.845322
485.5,249,4990.174397
518.0,198,4990.432315
465.0,274,4990.776057
455.0,284,4991.140713
475.0,254,4991.468899
484.5,247,4991.802587
490.0,244,4992.119361
487.5,239,4994.18476
371.5,399,4994.718758
493.0,240,4995.327133
417.5,343,4995.740142
394.5,359,4996.158422
381.5,381,4996.599
495.5,241,4996.886681
566.0,136,4997.062464
-194.0,501,4997.71865
435.5,309,4998.116225
465.5,265,4998.459748
512.5,207,5000.425711
488.5,237,5000.732079
542.0,170,5000.9625
515.5,207,5001.227379
416.5,345,5001.662958
311.5,491,5002.271785
489.0,250,5002.587043
404.0,354,5004.678473
360.5,433,5005.255222
377.0,394,5005.756454
469.0,268,5006.092036
414.0,338,5006.510769
460.5,283,5006.961205
541.5,169,5007.169217
473.0,258,5007.465903
510.0,212,5007.720528
476.0,262,5008.026303
488.0,242,5008.347333
452.0,294,5010.514071
509.0,212,5010.798445
515.5,209,5011.064778
509.5,219,5011.345104
538.0,176,5011.57026
555.0,152,5011.7615
429.0,316,5012.168394
499.0,222,5012.447926
473.0,262,5012.791152
517.5,207,5014.70518
472.0,272,5015.074014
447.0,300,5015.476064
489.0,236,5015.775143
437.5,293,5016.153011
519.5,203,5016.41665
463.5,275,5016.777823
520.5,201,5017.025232
466.5,265,5019.028693
518.0,202,5019.304982
536.0,178,5019.529446
557.5,139,5019.778475
525.5,187,5019.997911
559.0,148,5020.178245
414.5,345,5020.598017
438.0,306,5020.981022
517.5,207,5021.26029
430.5,317,5021.675438
502.0,218,5021.948214
540.5,177,5022.168208
516.0,206,5022.446014
530.5,189,5022.689377
479.0,250,5023.004791
497.0,230,5024.959293
477.0,256,5025.272098
518.0,202,5025.529583
510.5,215,5025.810995
462.5,271,5026.144333
511.0,208,5026.409139
399.5,365,5026.862339
449.5,295,5027.228105
491.5,231,5029.198643
494.0,240,5029.500283
438.5,317,5029.923321
417.0,332,5030.308187
485.0,240,5030.624335
451.5,295,5031.020405
471.0,266,5031.328162
453.5,295,5031.680832
536.0,178,5031.890252
398.0,378,5032.349325
445.5,307,5032.755162
449.5,299,5033.137734
464.0,282,5035.184339
503.5,221,5035.459531
525.0,190,5035.707769
470.0,266,5036.045071
473.0,256,5036.369096
478.5,257,5036.703729
297.5,499,5037.324278
508.0,214,5039.300302
453.5,285,5039.679881
448.0,292,5040.052427
482.5,243,5040.371205
557.0,154,5040.570808
448.5,303,5040.968301
526.5,189,5041.208298
523.5,199,5041.457112
472.0,266,5041.800914
522.5,201,5043.736921
542.0,170,5044.028224
420.0,332,5044.416028
478.5,257,5044.726804
484.5,247,5045.008481
476.5,253,5045.301367
503.5,219,5045.604179
546.5,167,5045.815517
502.5,219,5046.162152
553.5,149,5046.538184
438.5,305,5047.109161
448.5,305,5047.675278
485.0,252,5048.168847
509.5,205,5050.68974
430.5,313,5051.099467
436.5,313,5051.488373
530.5,191,5051.741964
470.5,265,5052.094747
504.5,219,5052.375452
455.5,283,5052.734551
443.0,312,5053.133301
498.0,222,5055.09107
468.5,271,5055.436543
401.0,358,5055.911408
517.5,193,5056.159759
512.5,211,5056.441659
465.0,260,5056.789968
561.0,142,5056.9577
479.5,245,5057.253007
495.5,231,5057.53186
485.5,231,5057.821454
480.0,268,5058.17404
476.0,258,5058.479154
524.5,197,5058.737121
325.0,458,5061.014644
464.5,283,5061.376374
508.5,217,5061.65691
523.0,204,5061.910288
450.5,289,5062.287362
490.5,239,5062.60387
518.5,195,5062.84554
513.5,203,5063.102434
450.5,297,5065.179533
470.5,271,5065.526581
546.0,160,5065.731142
512.5,201,5065.990476
435.5,309,5066.38074
466.5,273,5066.715394
505.5,219,5066.992704
386.5,381,5067.58003
524.5,193,5069.616654
480.5,243,5069.904937
504.0,216,5070.164973
527.5,185,5070.388488
456.0,280,5070.711496
497.0,234,5071.019474
583.0,112,5071.16468
475.5,257,5071.495881
545.0,158,5071.712301
464.5,265,5072.052013
507.0,210,5072.31835
475.0,256,5072.641907
492.5,239,5072.949231
486.5,245,5073.268775
432.5,323,5075.434141
465.0,274,5075.766924
508.5,211,5076.039231
472.5,267,5076.380453
502.0,216,5076.658954
457.0,288,5077.036598
377.5,399,5077.541664
411.5,349,5079.638047
483.0,248,5079.942283
473.0,262,5080.284146
513.5,211,5080.780548
550.5,159,5080.986276
400.0,358,5081.399927
518.5,195,5081.627023
475.5,259,5081.93713
501.0,224,5082.237228
455.0,296,5082.608776
423.0,322,5082.995524
528.5,185,5083.234664
524.0,190,5085.143466
467.0,270,5085.496713
481.0,240,5085.798917
449.0,302,5086.18457
485.5,249,5086.497364
504.0,218,5086.769254
501.0,224,5087.04651
513.0,218,5087.312353
472.5,261,5089.294822
479.5,241,5089.627831
431.5,317,5090.030519
401.0,358,5090.498956
404.0,358,5090.945981
488.0,246,5091.26924
412.5,351,5092.039241
-197.0,501,5092.615345
496.5,227,5092.885329
404.0,348,5093.305693
424.5,327,5093.701035
524.0,192,5093.958473
296.0,492,5096.292878
496.5,227,5096.595275
434.5,309,5096.99733
498.0,228,5097.282725
458.0,282,5097.64948
427.5,323,5098.05623
470.5,277,5100.049247
497.5,229,5100.354981
392.0,364,5100.839511
460.0,270,5101.17413
488.0,244,5101.485876
462.5,279,5101.829651
472.0,264,5102.171217
496.0,222,5102.471057
479.0,248,5104.458196
452.0,288,5104.824691
502.5,209,5105.084706
508.0,210,5105.401613
506.0,220,5105.675998
510.5,213,5105.926193
461.0,278,5106.267094
457.0,284,5106.599382
451.5,291,5107.005416
514.5,209,5107.276729
534.5,179,5107.50656
503.5,227,5107.799006
432.0,326,5108.228312
510.0,218,5110.171814
497.0,232,5110.48065
434.0,322,5110.884529
540.5,171,5111.103167
442.0,290,5111.476247
513.5,205,5111.756159
485.5,235,5112.052705
358.5,409,5112.582768
459.5,285,5114.6358
518.0,206,5114.905771
523.0,204,5115.156335
489.0,246,5115.463284
486.5,247,5115.76688
551.0,156,5115.9603
513.5,209,5116.242782
524.5,187,5116.643057
483.5,241,5116.931385
471.0,268,5117.253168
494.0,226,5117.521356
517.5,209,5117.779801
499.0,232,5118.088287
539.0,174,5118.318697
385.0,368,5120.480518
522.0,198,5120.729542
485.5,237,5121.025313
346.5,447,5121.584036
409.5,349,5122.019775
532.0,178,5122.254766
519.0,200,5122.520653
480.0,252,5124.509851
472.0,274,5124.870984
534.0,180,5125.186163
394.5,375,5125.651392
447.5,305,5126.048966
429.5,311,5126.449139
500.0,228,5126.731376
512.5,213,5127.007853
494.5,239,5129.019637
379.0,400,5129.79933
473.0,268,5130.116538
519.0,210,5130.361583
541.5,169,5130.563095
517.0,206,5130.806413
365.5,437,5131.382157
450.5,291,5131.771139
429.0,330,5132.194289
501.5,221,5132.475894
504.0,230,5132.770199
550.5,157,5134.655403
447.0,294,5135.038336
396.5,379,5135.507377
459.0,278,5135.881467
492.5,239,5136.192269
449.0,286,5136.553673
440.0,302,5136.930246
389.0,362,5139.154843
503.5,227,5139.453119
539.0,176,5139.674199
471.0,266,5140.005537
484.5,245,5140.312892
504.0,236,5140.605101
542.5,167,5140.856591
499.0,230,5141.120217
539.0,170,5141.32675
518.5,191,5141.540282
529.5,183,5141.753879
492.0,240,5142.076949
531.0,180,5142.316349
450.5,291,5142.681757
486.5,245,5144.742004
453.5,293,5145.113139
552.0,150,5145.30152
364.0,408,5145.820816
430.5,323,5146.229451
494.5,243,5146.548635
476.0,270,5146.873706
493.5,247,5148.856294
468.0,278,5149.208758
472.5,261,5149.54299
497.0,226,5149.83796
453.0,298,5150.223865
460.5,289,5150.591157
450.0,296,5150.956268
408.5,353,5153.107791
496.0,234,5153.531225
541.5,163,5153.719817
446.0,302,5154.069395
475.5,255,5154.351231
529.0,192,5154.579322
536.5,183,5154.827189
509.0,202,5155.099482
508.5,227,5155.384067
481.0,254,5155.719157
429.5,331,5156.14978
477.5,263,5156.476035
459.0,280,5156.815148
554.0,148,5158.690895
513.5,215,5158.987191
513.0,198,5159.250081
497.0,224,5159.540908
507.5,217,5159.822802
482.5,251,5160.144035
453.0,282,5160.474931
528.5,185,5160.71532
507.0,216,5160.977909
542.5,165,5161.176094
467.5,273,5163.184823
475.0,260,5163.516944
469.5,263,5163.852993
475.5,261,5164.183233
477.5,247,5164.584668
345.5,449,5165.115333
521.5,199,5165.349693
459.0,282,5165.67697
470.0,278,5165.996617
478.0,252,5166.337123
517.0,204,5166.595949
522.5,197,5166.852628
425.5,331,5168.912611
550.0,164,5169.133809
454.5,291,5169.508954
520.0,198,5169.769135
439.0,312,5170.175351
507.0,212,5170.438207
530.0,182,5170.673617
549.5,161,5170.877203
531.0,182,5171.098408
472.5,259,5171.438116
515.0,210,5173.401866
474.0,264,5173.732932
448.5,297,5174.115513
548.5,159,5174.314766
534.0,190,5174.553391
527.5,185,5174.783816
491.0,242,5175.087507
539.0,172,5175.312414
431.0,316,5175.703118
489.0,236,5176.018977
505.0,230,5176.287983
545.5,161,5176.480414
504.5,221,5176.738271
446.0,298,5177.083976
396.5,361,5179.279476
457.5,289,5179.657998
493.5,233,5179.968254
488.0,246,5180.268831
458.5,287,5180.629048
465.0,276,5180.984279
476.5,263,5181.309039
486.0,242,5183.434276
491.5,241,5183.759948
532.5,181,5183.994639
519.0,208,5184.269567
476.5,263,5184.614923
520.0,198,5184.87181
481.5,247,5185.204332
531.5,189,5185.452312
436.0,318,5185.841225
489.5,237,5187.87767
526.0,186,5188.117222
465.0,268,5188.462436
552.0,150,5188.959734
390.5,381,5189.415087
525.0,188,5189.639164
398.0,370,5190.056865
544.5,169,5190.253272
491.0,244,5190.572562
474.0,262,5190.911578
477.0,258,5191.244709
483.5,243,5191.565901
483.5,247,5193.557978
512.5,209,5193.837879
490.0,242,5194.151307
559.0,140,5194.327941
496.5,221,5194.626287
496.0,234,5194.909533
546.0,160,5195.117384
424.5,337,5195.525619
509.0,210,5195.801006
550.0,152,5196.000997
499.0,232,5198.031815
466.0,280,5198.378172
531.5,181,5198.618308
520.5,193,5198.865327
507.5,215,5199.147517
530.0,186,5199.384941
