#{"t_start": 1711460808.3404334, "env_id": "None"}
r,l,t
372.5,403,2096.62159
418.5,333,2097.001095
389.5,367,2097.432307
427.0,324,2097.799891
522.0,200,2098.024582
490.5,233,2098.324155
432.5,315,2098.690291
460.5,269,2099.006284
441.0,304,2101.056042
496.5,233,2101.352144
360.0,416,2101.85935
477.5,257,2102.168887
341.5,441,2102.691201
459.5,289,2103.05726
460.0,280,2105.08446
463.5,281,2105.413122
415.0,348,2105.825417
397.0,362,2106.243525
420.5,345,2106.659744
386.5,379,2107.100063
559.0,144,2107.28298
381.0,388,2109.529031
511.0,200,2109.754051
539.0,174,2109.940047
532.0,188,2110.146226
533.5,181,2110.338831
501.0,224,2110.631797
518.0,202,2110.85999
477.5,261,2111.184835
467.5,269,2111.510567
389.0,376,2111.992904
397.5,351,2112.416147
530.5,191,2112.65453
516.5,197,2114.547134
514.0,208,2114.817742
434.0,316,2115.194388
485.0,250,2115.501967
548.5,161,2115.699282
529.5,187,2115.923545
523.5,203,2116.167439
478.0,260,2116.463267
483.5,253,2116.778376
455.5,291,2118.812714
476.5,265,2119.141819
561.0,142,2119.323119
495.0,234,2119.624671
451.0,304,2120.168973
503.5,221,2120.409898
235.5,315,2120.742605
417.5,327,2121.094292
512.5,205,2121.316915
524.0,188,2121.54339
493.5,237,2121.840682
490.0,242,2122.140193
488.0,246,2122.439664
511.5,215,2122.713974
375.5,399,2124.860677
432.0,324,2125.266971
492.5,235,2125.542932
496.5,233,2125.817046
539.0,178,2126.026783
380.0,400,2126.474404
512.5,209,2126.724005
394.5,371,2128.886903
515.5,211,2129.153089
370.5,403,2129.641572
509.5,213,2129.904253
505.0,226,2130.167844
496.5,239,2130.458779
532.5,183,2130.681985
493.5,245,2131.016491
523.5,191,2131.225689
524.5,197,2131.440394
475.0,262,2131.716754
519.5,193,2131.93301
535.0,180,2132.152706
516.5,205,2134.077421
517.5,199,2134.323191
530.5,181,2134.535014
478.5,257,2134.85109
479.0,250,2135.159206
431.5,309,2135.536954
485.5,245,2135.829601
469.5,265,2136.148656
499.0,222,2138.039957
477.5,245,2138.361539
345.0,430,2138.869342
466.5,267,2139.193396
456.0,284,2139.534652
540.5,169,2139.735471
418.5,339,2140.154336
508.0,210,2140.418066
470.0,264,2142.41741
453.0,306,2142.782783
401.0,368,2143.402605
498.5,217,2143.647674
467.5,279,2143.961837
539.5,171,2144.17646
460.5,281,2144.484037
379.0,388,2144.984704
439.5,301,2145.341199
505.0,206,2145.582172
486.5,243,2145.957243
514.5,211,2146.201348
414.5,345,2148.252656
501.0,230,2148.539181
399.5,355,2148.959501
336.0,446,2149.500361
457.5,275,2149.824671
481.5,251,2150.132744
445.5,295,2152.175175
354.0,412,2152.66731
525.0,192,2152.902812
548.5,157,2153.092255
483.5,251,2153.411685
543.0,166,2153.609915
534.0,184,2153.835896
404.5,347,2154.325326
523.5,195,2154.5492
343.5,457,2155.048758
538.0,172,2155.241993
466.0,272,2155.549742
444.0,304,2155.922499
525.0,190,2157.81406
454.0,286,2158.213217
446.0,292,2158.55105
410.0,346,2158.941864
381.5,391,2159.417845
467.0,272,2159.757065
399.5,361,2160.207758
496.5,239,2162.149218
504.0,224,2162.402464
536.5,179,2162.62888
528.5,183,2162.835015
229.5,327,2163.209623
376.0,384,2163.671497
441.5,305,2164.041488
507.5,229,2164.313543
491.5,239,2166.304189
549.0,164,2166.503823
454.5,283,2166.919543
508.5,217,2167.160671
521.5,193,2167.368887
363.0,412,2167.819879
481.5,245,2168.086388
472.5,261,2168.40047
454.0,296,2168.776374
576.0,122,2168.925691
538.0,178,2169.140514
444.0,316,2169.506507
458.5,283,2169.839224
462.0,274,2171.780325
369.5,395,2172.260242
481.0,254,2172.559855
485.0,248,2172.867199
465.0,270,2173.185039
301.5,479,2173.746646
485.5,259,2174.065218
483.0,250,2176.0323
457.0,286,2176.377943
537.0,172,2176.591623
509.5,211,2176.842122
531.5,187,2177.068533
437.5,305,2177.686281
479.0,242,2177.954729
461.0,300,2178.266634
334.0,464,2178.773432
478.0,258,2179.056456
551.0,158,2179.272673
517.0,196,2179.522084
502.0,214,2179.784924
391.5,361,2181.859991
504.0,226,2182.134265
497.5,229,2182.412074
464.0,262,2182.733297
450.5,293,2183.082575
405.5,351,2183.473783
496.0,244,2183.779041
453.5,285,2185.711349
408.5,365,2186.154962
434.0,314,2186.568399
416.5,341,2186.993892
467.5,275,2187.3084
471.5,267,2187.633243
534.5,177,2187.851051
501.5,223,2188.1157
368.5,401,2190.479658
550.0,156,2190.661078
533.0,176,2190.854162
419.5,323,2191.210114
531.0,184,2191.417902
481.0,248,2191.735457
515.5,205,2191.975525
470.0,266,2192.283052
448.5,303,2192.648509
468.0,272,2192.993875
506.0,220,2193.264663
465.0,266,2193.582246
428.0,322,2195.59375
534.5,181,2195.818494
420.0,342,2196.221781
497.5,227,2196.493781
487.0,250,2196.785662
519.5,195,2197.032753
496.5,227,2197.316108
464.5,281,2197.648871
366.0,400,2199.736536
446.5,299,2200.098873
493.5,227,2200.385304
413.0,336,2201.07602
413.5,337,2201.450092
405.5,357,2201.849859
443.0,294,2202.174214
486.0,244,2202.457062
450.0,294,2202.811161
509.0,220,2203.197087
520.5,199,2203.479841
446.5,311,2205.659414
459.5,273,2206.025477
528.0,192,2206.241786
491.0,244,2206.541302
470.0,264,2206.865992
417.0,334,2207.273123
436.0,320,2207.664421
530.5,189,2207.897281
491.5,241,2209.769636
496.5,229,2210.043558
469.5,263,2210.364823
513.0,216,2210.625965
456.0,294,2210.983427
533.5,177,2211.193112
388.5,371,2211.642299
420.5,327,2212.048139
519.5,199,2212.323154
420.0,340,2212.696875
453.0,294,2213.013088
505.0,212,2213.245917
404.0,356,2213.634286
529.5,195,2215.525308
519.0,204,2215.774746
437.0,308,2216.133385
355.5,425,2216.624929
523.5,207,2216.881536
455.5,283,2217.214329
521.0,202,2217.455246
523.0,194,2217.687918
533.0,176,2219.486452
570.5,127,2219.642844
396.5,365,2220.067276
551.0,156,2220.25192
549.5,155,2220.4403
504.0,230,2220.716214
502.5,223,2220.990908
453.5,283,2221.325645
416.0,340,2221.722507
539.5,171,2223.565156
510.5,203,2223.810638
533.5,183,2224.027601
428.0,338,2224.442892
512.5,207,2224.694476
514.5,203,2224.925407
483.5,245,2225.183668
556.5,147,2225.349936
424.0,342,2225.723862
431.5,309,2226.141998
512.0,218,2226.406187
406.5,353,2226.805437
442.0,298,2227.156225
473.5,253,2229.068112
487.5,233,2229.342802
548.5,157,2229.527407
446.0,288,2229.875219
531.5,185,2230.091463
525.5,189,2230.315817
448.0,308,2230.673911
529.0,188,2230.898607
484.5,247,2231.197571
486.0,248,2233.110924
442.5,293,2233.476965
524.0,196,2233.709861
510.0,220,2233.967986
380.0,394,2234.441988
456.0,292,2234.804411
424.5,325,2235.325227
491.5,233,2235.59161
525.0,194,2235.810224
538.5,169,2236.001304
525.0,194,2236.218647
410.5,341,2238.228798
441.0,314,2238.631553
508.0,216,2238.890986
538.0,174,2239.105551
504.0,224,2239.36668
484.0,252,2239.674539
486.5,237,2239.962964
404.5,353,2240.393538
479.5,245,2242.253466
536.0,176,2242.487866
445.5,299,2242.860256
486.0,246,2243.151685
413.0,350,2243.5845
528.5,191,2243.801901
487.0,254,2244.108114
400.0,364,2244.559294
541.0,166,2246.35428
494.0,232,2246.651332
499.5,221,2246.91177
526.5,191,2247.306168
461.0,284,2247.610591
466.0,276,2247.922808
473.0,270,2248.22876
311.5,465,2248.748073
480.0,250,2249.100958
510.5,207,2249.348856
469.5,263,2249.649307
560.0,136,2249.831428
443.5,295,2250.189351
492.0,244,2250.472192
516.5,201,2252.324708
500.0,234,2252.62321
432.0,322,2253.018578
461.5,273,2253.350471
471.0,268,2253.653454
570.5,131,2253.807708
506.0,210,2254.058882
542.5,167,2254.259073
477.5,267,2254.588167
432.5,319,2256.602778
414.5,345,2257.028931
469.5,271,2257.351393
522.0,206,2257.609729
426.0,324,2258.008986
321.0,464,2258.693601
527.5,195,2258.900303
478.0,260,2259.178738
557.5,151,2259.339969
476.5,253,2259.622673
509.0,220,2259.891563
432.0,318,2261.970657
484.0,250,2262.305691
442.5,321,2262.684607
488.0,242,2262.972928
441.0,316,2263.357553
437.5,321,2263.740098
444.5,293,2264.087507
384.0,388,2266.227759
539.0,174,2266.460636
507.5,215,2266.718398
499.5,225,2267.001175
445.0,312,2267.377855
470.5,271,2267.716573
539.0,174,2267.93281
430.0,320,2268.324102
430.5,325,2270.43704
531.5,189,2270.703221
533.5,185,2271.058332
384.5,393,2271.492214
545.5,167,2271.677952
508.5,217,2271.924526
439.0,300,2272.241899
390.5,361,2272.683092
479.5,253,2272.996736
411.0,350,2273.408465
423.0,316,2273.797672
417.5,345,2274.213691
486.0,252,2276.211656
542.0,166,2276.40992
560.0,142,2276.584028
530.0,178,2276.802346
513.0,208,2277.058739
504.5,229,2277.343031
448.0,294,2277.682344
522.5,201,2277.923704
471.0,270,2278.241451
464.0,282,2280.286368
507.5,215,2280.552528
359.0,416,2281.039051
463.5,271,2281.357612
475.0,250,2281.658577
525.0,182,2281.868432
491.5,247,2282.133054
522.5,195,2282.349742
469.5,279,2282.648296
476.5,261,2282.931708
522.0,198,2283.181325
505.5,217,2283.451881
500.0,224,2283.713592
365.0,408,2285.867889
459.5,293,2286.212279
504.0,220,2286.480658
505.0,220,2286.749609
516.5,201,2287.000692
528.0,184,2287.228791
536.5,175,2287.44085
508.5,209,2287.677215
450.5,295,2289.688405
509.5,211,2289.952409
475.5,249,2290.243874
519.0,206,2290.492955
534.0,178,2290.709132
522.5,199,2290.942723
467.0,266,2291.266824
495.5,229,2291.541181
509.5,215,2291.807362
493.5,221,2292.082182
520.5,197,2294.245019
486.0,240,2294.502566
309.0,474,2295.051639
451.5,309,2295.409624
485.0,244,2295.677359
504.5,215,2295.966734
479.0,258,2296.274712
427.0,328,2296.682134
441.5,303,2297.040067
427.0,328,2297.464026
527.0,188,2297.688949
421.0,348,2299.787686
432.5,311,2300.184509
514.5,201,2300.437009
455.0,290,2300.784495
400.0,350,2301.190759
563.5,135,2301.357212
483.0,240,2301.648624
414.5,327,2302.022682
472.5,259,2304.027867
490.5,241,2304.335252
434.0,314,2304.703199
332.5,185,2304.919038
412.5,339,2305.499856
520.0,202,2305.724761
415.5,339,2306.098802
474.5,257,2306.390256
539.5,173,2306.573231
450.5,289,2306.947234
473.0,258,2307.271919
544.5,163,2307.47981
340.5,433,2309.709038
487.5,239,2310.007081
418.0,336,2310.416453
359.0,414,2310.908508
487.5,247,2311.218933
380.5,395,2311.688935
349.0,428,2313.921304
493.0,236,2314.197687
543.5,161,2314.395678
447.5,303,2314.752882
452.5,291,2315.108094
480.0,258,2315.415719
404.0,354,2315.814968
419.5,343,2316.422597
428.0,320,2316.763282
387.0,372,2317.272512
370.0,398,2317.703672
469.5,277,2318.003024
476.5,257,2319.905423
411.5,351,2320.315671
474.0,258,2320.61565
394.0,368,2321.055764
-371.5,501,2321.623366
406.0,348,2322.047419
452.5,291,2324.017168
547.0,162,2324.213126
433.0,324,2324.600906
530.0,192,2324.837472
362.0,398,2325.323377
482.0,246,2325.622896
467.0,262,2325.930895
432.5,323,2327.927636
377.0,390,2328.392762
461.5,285,2329.074809
515.0,204,2329.30424
422.0,340,2329.682641
-388.0,501,2330.222985
453.5,295,2330.532555
377.0,384,2330.996803
524.5,191,2331.229669
429.5,333,2331.618251
457.5,289,2331.976383
469.0,272,2333.916244
492.5,245,2334.213595
442.0,304,2334.590366
476.5,257,2334.879811
458.5,285,2335.197389
518.0,200,2335.439189
420.0,350,2335.861389
474.5,263,2337.766009
551.0,148,2337.942563
484.0,240,2338.234146
527.0,184,2338.451755
551.5,153,2338.649873
320.5,487,2339.223628
474.0,266,2339.541369
471.5,277,2340.030846
432.5,323,2340.389162
503.5,231,2340.629715
564.0,138,2340.782285
526.0,188,2340.988951
419.0,344,2341.398574
496.5,225,2343.333023
464.0,268,2343.657291
394.5,361,2344.081671
448.5,297,2344.4231
523.0,196,2344.672588
517.0,210,2344.913563
465.5,277,2345.238399
320.0,460,2347.409237
417.5,341,2347.833781
441.5,311,2348.216009
368.0,408,2348.707003
484.0,246,2349.022957
491.0,238,2349.314565
437.0,316,2351.25243
531.0,180,2351.485342
497.5,217,2351.760097
431.0,316,2352.227402
533.5,187,2352.433728
347.5,421,2352.912804
353.0,408,2353.369262
413.0,340,2353.733021
290.0,500,2354.364048
442.0,300,2354.729566
484.5,245,2355.039285
467.5,267,2355.345777
403.0,346,2357.306813
501.0,224,2357.57454
444.0,282,2357.923919
510.5,205,2358.175523
479.0,260,2358.489698
517.0,208,2358.743872
511.0,202,2358.996955
532.0,182,2359.216625
441.5,309,2359.596313
558.5,149,2361.351277
480.0,264,2361.677558
442.0,310,2362.042037
516.0,206,2362.287465
485.0,254,2362.596821
476.5,265,2362.915255
413.0,342,2363.314329
415.0,356,2363.705798
193.0,376,2364.117742
530.0,190,2364.325161
292.5,237,2364.575978
503.0,208,2364.846736
486.0,244,2365.137068
496.5,231,2367.007887
531.0,188,2367.224245
389.5,371,2367.640112
502.0,218,2367.891343
337.5,455,2368.446854
508.5,217,2368.713623
535.5,179,2368.939364
427.0,316,2369.319425
520.5,197,2371.133998
449.0,302,2371.491973
502.5,219,2371.749467
549.0,158,2371.934474
404.5,351,2372.357695
443.0,298,2372.706691
517.5,193,2372.951279
465.0,276,2373.27687
545.0,168,2375.043711
449.5,291,2375.619041
522.5,187,2375.922482
372.0,390,2376.333535
474.5,257,2376.609254
525.5,191,2376.817487
433.5,313,2377.215235
449.0,288,2377.53928
544.0,164,2377.738889
459.5,275,2378.084051
527.0,202,2378.317674
549.5,153,2378.512953
404.0,356,2380.532475
506.0,214,2380.803365
500.5,229,2381.066467
450.0,298,2381.412319
449.5,299,2381.746676
389.5,369,2382.19189
493.0,228,2382.472514
433.5,315,2382.842057
464.5,275,2384.813245
471.5,265,2385.134461
527.0,186,2385.358794
454.5,295,2385.710331
464.5,267,2386.034582
445.0,294,2386.373724
417.0,334,2386.731771
457.0,306,2387.072457
457.5,283,2387.384304
538.0,168,2387.563119
334.5,447,2388.096086
501.5,217,2388.362229
351.0,432,2390.583045
421.5,331,2390.983659
487.0,232,2391.265207
519.0,194,2391.506683
369.5,395,2391.972534
466.0,272,2392.313283
421.5,331,2392.704581
497.5,225,2394.669277
516.5,207,2394.925344
451.5,289,2395.268213
494.0,244,2395.549543
441.0,298,2395.9076
442.5,301,2396.257239
510.0,220,2396.534165
453.5,289,2396.873305
479.0,254,2398.926821
518.5,203,2399.143198
432.5,317,2399.495618
511.0,216,2399.742148
438.0,308,2400.091504
456.5,285,2400.467572
482.0,246,2400.762055
498.5,227,2401.056981
414.0,352,2401.48907
474.0,268,2401.796549
521.5,199,2402.0441
471.5,259,2402.354212
428.5,319,2404.488405
481.0,254,2404.791237
463.0,278,2405.137181
449.0,294,2405.498608
492.5,239,2405.781395
497.5,225,2406.049184
506.5,217,2406.315922
478.0,258,2406.61772
553.5,155,2408.407195
462.5,273,2408.761575
545.5,161,2408.963933
545.5,167,2409.175964
497.5,227,2409.45781
507.0,216,2409.812754
495.5,231,2410.064223
543.0,162,2410.245853
343.5,439,2410.724391
492.0,234,2410.990488
521.0,198,2411.246609
505.5,213,2411.499122
530.5,181,2411.729141
500.0,222,2411.995264
361.5,425,2414.12138
480.5,259,2414.424665
523.5,191,2414.660797
525.5,191,2414.895755
500.0,224,2415.156193
454.5,289,2415.50724
525.0,190,2415.742682
519.0,196,2415.97152
511.0,212,2416.237737
483.5,255,2418.142992
500.0,222,2418.404398
502.0,214,2418.650153
517.0,200,2418.884642
464.0,278,2419.224415
469.5,273,2419.550086
548.5,161,2419.743138
496.0,234,2420.029483
414.0,346,2420.621974
492.0,240,2420.888149
491.5,237,2421.147217
488.0,242,2421.408289
443.5,313,2421.753268
439.5,303,2423.691214
542.5,169,2423.899489
491.5,231,2424.180837
487.5,243,2424.473134
512.0,208,2424.731395
481.5,247,2425.038898
407.0,356,2425.463388
477.5,247,2425.76286
451.0,292,2427.700811
341.0,444,2428.258527
514.0,204,2428.508028
472.0,260,2428.815517
520.0,192,2429.057057
375.0,382,2429.528644
488.0,236,2429.81366
484.0,244,2430.105133
485.5,259,2432.0275
385.0,388,2432.506224
494.5,233,2432.875012
514.5,213,2433.103984
441.0,310,2433.449315
477.0,264,2433.741628
447.0,292,2434.048293
508.5,217,2434.409886
485.5,255,2434.730387
445.0,296,2435.087505
484.5,257,2435.394148
538.5,177,2435.611989
464.0,264,2437.551631
385.0,380,2437.982741
511.0,214,2438.240846
445.5,297,2438.591748
379.0,394,2439.056073
488.5,241,2439.343827
387.5,375,2441.385337
424.0,318,2441.792614
501.5,219,2442.058838
394.5,363,2442.49144
466.5,269,2442.807449
478.0,248,2443.098312
548.0,162,2443.550218
460.5,271,2443.850181
496.0,228,2444.094472
416.0,346,2444.459321
531.0,188,2444.662863
463.5,279,2445.000239
510.0,210,2446.842397
323.0,464,2447.424623
419.5,331,2447.792622
444.5,291,2448.156693
490.5,243,2448.439532
487.0,252,2448.739055
480.5,247,2449.038466
453.0,292,2451.068115
484.0,240,2451.359029
519.0,204,2451.617124
523.0,192,2451.851676
365.0,400,2452.365808
507.0,218,2452.623451
478.5,259,2452.939486
461.0,284,2453.28106
453.0,302,2455.288106
467.5,265,2455.927907
533.5,177,2456.133939
516.0,196,2456.342251
514.5,205,2456.583231
534.0,174,2456.782865
514.0,214,2457.064692
350.5,427,2457.564866
434.5,325,2457.956016
463.0,282,2458.29686
452.0,282,2458.629576
414.5,341,2460.717637
495.5,229,2460.983925
372.5,411,2461.493701
415.0,350,2461.898989
516.0,208,2462.156773
418.0,344,2462.555972
466.0,276,2464.527812
458.0,284,2464.886621
470.0,258,2465.201197
558.0,150,2465.378762
521.0,192,2465.602066
486.5,247,2465.895055
528.5,193,2466.324098
478.0,278,2466.632169
502.5,223,2466.873644
443.0,306,2467.212447
455.5,301,2467.540696
553.0,150,2467.72663
485.5,243,2468.043008
519.0,198,2468.27573
523.0,206,2470.111831
513.0,200,2470.358905
521.0,202,2470.591689
435.5,317,2470.98296
437.0,312,2471.357136
339.0,458,2471.916165
481.5,249,2472.206072
562.5,139,2472.388327
453.0,302,2474.360455
381.5,385,2474.815643
479.0,262,2475.123678
531.0,186,2475.351955
483.5,251,2475.651116
496.0,230,2475.915619
527.5,197,2476.15717
488.0,236,2476.444062
469.5,271,2478.361374
379.0,402,2478.794167
435.0,322,2479.133455
554.0,158,2479.301732
505.5,227,2479.551116
437.0,314,2479.900574
504.5,225,2480.175173
511.0,206,2480.432977
511.5,207,2480.687082
507.0,214,2480.950341
539.0,180,2481.18171
453.5,289,2481.531572
527.5,195,2481.76557
471.0,268,2482.105653
491.0,234,2483.964658
454.5,293,2484.317634
495.5,229,2484.592503
460.0,276,2484.929803
466.0,276,2485.257863
500.0,222,2485.524084
487.5,241,2485.823524
508.0,216,2486.081176
534.0,176,2487.888047
493.0,248,2488.206264
533.5,187,2488.427899
567.5,135,2488.589894
491.0,246,2488.888267
442.0,304,2489.510898
519.5,201,2489.733328
528.5,179,2489.932947
520.5,199,2490.149204
523.5,197,2490.390175
466.0,282,2490.741015
480.0,250,2491.047674
492.5,239,2491.322047
514.0,210,2493.260394
527.0,186,2493.484706
416.5,345,2493.867399
463.0,272,2494.208662
470.5,269,2494.537331
462.0,274,2494.859576
436.5,301,2495.206867
457.5,289,2495.558386
479.0,244,2497.486327
556.0,142,2497.646506
416.0,336,2498.059947
517.0,192,2498.294392
526.5,193,2498.527871
525.0,188,2498.750693
481.5,253,2499.058213
459.0,278,2499.395455
522.0,192,2499.635417
451.5,291,2501.649196
473.0,260,2501.936463
563.5,145,2502.099203
520.5,201,2502.322179
429.5,321,2502.677126
494.0,240,2502.97653
531.5,183,2503.195945
503.5,227,2503.467088
509.0,220,2503.725284
520.0,204,2503.974842
311.5,477,2504.546917
458.0,280,2504.881167
467.5,281,2506.830533
524.5,199,2507.087492
416.5,335,2507.481379
528.0,192,2507.709547
452.5,291,2508.05897
371.0,400,2508.535024
512.0,214,2508.799623
512.5,213,2509.049183
486.5,243,2510.889997
456.0,282,2511.23277
499.5,219,2511.494851
447.5,299,2512.203482
506.0,218,2512.444746
508.5,207,2512.66907
460.0,276,2512.958877
487.0,236,2513.225322
509.0,222,2513.508096
542.5,167,2513.709144
432.0,314,2514.091804
386.0,376,2514.549804
515.0,208,2516.407806
475.5,259,2516.702397
535.0,188,2516.935885
497.0,224,2517.2094
395.5,363,2517.669235
525.5,191,2517.908232
534.0,186,2518.141272
512.0,212,2518.39947
537.0,178,2518.623839
422.5,327,2520.669947
318.5,463,2521.218522
483.5,255,2521.527067
557.5,145,2521.701477
410.5,345,2522.109424
502.0,220,2522.367121
341.5,449,2523.057853
490.5,239,2523.340668
333.5,441,2523.823184
453.0,298,2524.162178
552.0,152,2524.328314
469.0,278,2526.332155
492.5,237,2526.640856
389.5,377,2527.106211
495.5,235,2527.374949
502.0,220,2527.641116
458.5,283,2527.999084
494.0,240,2528.289795
454.0,282,2528.639342
460.5,283,2530.611003
457.0,286,2530.95353
505.0,224,2531.218142
455.5,287,2531.542889
398.5,367,2532.008675
536.5,181,2532.232879
509.5,211,2532.494638
492.0,240,2532.78211
